"sentiment__document__score","sentiment__document__label","language","entities__emotion__anger","entities__emotion__joy","entities__emotion__sadness","entities__emotion__fear","entities__emotion__disgust","entities__count","entities__sentiment__score","entities__sentiment__label","entities__text","entities__relevance","entities__type","relations__score","relations__type","relations__arguments__text","relations__arguments__location__001","relations__arguments__location__002","relations__arguments__entities__text","relations__arguments__entities__type","relations__sentence","keywords__relevance","keywords__text","keywords__emotion__anger","keywords__emotion__joy","keywords__emotion__sadness","keywords__emotion__fear","keywords__emotion__disgust","keywords__sentiment__score","keywords__sentiment__label","usage__text_characters","usage__features","usage__text_units","categories__score","categories__label"
"","","","","","","","","1","0.0","neutral","thirty years","0.33","Quantity","0.891822","locatedAt","we","15712","15714","we","Person","t okay rooftop implored him', 'there are good men get the part because thirty First Avenue wins Belmont on the yeah HESITATION what we did in the park I think it was that but we must be added to the park on my so at the very first stab wound northern that on the west end of the park Catholics and if you know the I m not sure I think he remembered the thirty first that room Belmont we didn t know it exists at the moment issue there is true love straightaway Kumar in fact Putin they look like any tactical quickly new but it is anything outlook especially does it look like you I I could tell the party s been near gated the parking linear gated and I wouldn t doubt it Karen a lot', '","0.696915","Maher yeah","0.255281","0.215419","0.225986","0.261687","0.120792","0.0","neutral","","","","",""
"","","","","","","","","1","0.0","neutral","twenty years","0.33","Quantity","","","park","15736","15740","park","Facility","","0.695976","address yeah","0.041228","0.04255","0.508442","0.488022","0.020129","0.0","neutral","","","","",""
"","","","","","","","","1","0.0","neutral","seven month","0.33","Quantity","0.367614","locatedAt","Catholics","15821","15830","Catholics","Person","t okay rooftop implored him', 'there are good men get the part because thirty First Avenue wins Belmont on the yeah HESITATION what we did in the park I think it was that but we must be added to the park on my so at the very first stab wound northern that on the west end of the park Catholics and if you know the I m not sure I think he remembered the thirty first that room Belmont we didn t know it exists at the moment issue there is true love straightaway Kumar in fact Putin they look like any tactical quickly new but it is anything outlook especially does it look like you I I could tell the party s been near gated the parking linear gated and I wouldn t doubt it Karen a lot', '","0.695873","emergency yeah","0.235474","0.23416","0.275558","0.435362","0.046641","0.0","neutral","","","","",""
"","","","","","","","","1","0.0","neutral","seven year","0.33","Quantity","","","park","15816","15820","park","Facility","","0.692702","street yeah","0.523087","0.01231","0.389416","0.317336","0.130136","0.0","neutral","","","","",""
"","","","","","","","","1","0.0","neutral","one hour","0.33","Quantity","0.641679","agentOf","I","16120","16121","I","Person","t okay rooftop implored him', 'there are good men get the part because thirty First Avenue wins Belmont on the yeah HESITATION what we did in the park I think it was that but we must be added to the park on my so at the very first stab wound northern that on the west end of the park Catholics and if you know the I m not sure I think he remembered the thirty first that room Belmont we didn t know it exists at the moment issue there is true love straightaway Kumar in fact Putin they look like any tactical quickly new but it is anything outlook especially does it look like you I I could tell the party s been near gated the parking linear gated and I wouldn t doubt it Karen a lot', '","0.687333","crime okay","0.171991","0.168784","0.070203","0.083163","0.193388","0.0","neutral","","","","",""
"","","","","","","","","","","","","","","","","tell","16128","16132","tell","EventCommunication","","0.68474","cover yeah","0.084043","0.0204","0.654035","0.41793","0.041893","0.0","neutral","","","","",""
"","","","","","","","","","","","","","","0.656549","affectedBy","party","16137","16142","party","Organization","t okay rooftop implored him', 'there are good men get the part because thirty First Avenue wins Belmont on the yeah HESITATION what we did in the park I think it was that but we must be added to the park on my so at the very first stab wound northern that on the west end of the park Catholics and if you know the I m not sure I think he remembered the thirty first that room Belmont we didn t know it exists at the moment issue there is true love straightaway Kumar in fact Putin they look like any tactical quickly new but it is anything outlook especially does it look like you I I could tell the party s been near gated the parking linear gated and I wouldn t doubt it Karen a lot', '","0.677936","okay microcar","0.169455","0.050363","0.708416","0.202287","0.076909","0.0","neutral","","","","",""
"","","","","","","","","","","","","","","","","tell","16128","16132","tell","EventCommunication","","0.673042","okay rooftop","0.08064","0.179856","0.149645","0.087791","0.068084","0.0","neutral","","","","",""
"","","","","","","","","","","","","","","0.352957","ownerOf","your","16421","16425","your","Person","a paramedic and a severe merchant bank going out to honey going didn t tell the lady what s going on okay no quote if you think if they start expatriate what the treatment all three well worth it your street mmhm then he new three you know or what its telephone number well do you know the phone number', '","0.669748","okay hold","0.084043","0.0204","0.654035","0.41793","0.041893","0.0","neutral","","","","",""
"","","","","","","","","","","","","","","","","street","16426","16432","street","Facility","","0.580561","Chickasaw suburban HESITATION","0.301356","0.064893","0.373153","0.240403","0.28761","0.0","neutral","","","","",""
"","","","","","","","","","","","","","","0.676572","locatedAt","yourself","16651","16659","yourself","Person","often when one address humor check work there are apparently free market NDA looked at it you know no I don t know nter yourself on America also not one most problems are aware of missing a child n t thirty years old he missed a three year old child NMU toward the flea markets via for so long brightly one one eight is the world would the silvers outside the building writing yeah we market we feel like it side clear is there with those continue after my there the physical address', '","0.572277","hair Mulai HESITATION","0.404794","0.077412","0.406401","0.063056","0.267978","0.0","neutral","","","","",""
"","","","","","","","","","","","","","","","","America","16663","16670","America","GeopoliticalEntity","","0.554263","emergency HESITATION","0.046067","0.245717","0.17536","0.137149","0.026963","0.0","neutral","","","","",""
"","","","","","","","","","","","","","","0.222887","parentOf","NMU","16781","16784","NMU","Person","often when one address humor check work there are apparently free market NDA looked at it you know no I don t know nter yourself on America also not one most problems are aware of missing a child n t thirty years old he missed a three year old child NMU toward the flea markets via for so long brightly one one eight is the world would the silvers outside the building writing yeah we market we feel like it side clear is there with those continue after my there the physical address', '","0.549102","HESITATION kind","0.048829","0.106431","0.076582","0.20053","0.015807","0.0","neutral","","","","",""
"","","","","","","","","","","","","","","","","child","16775","16780","child","Person","","0.547433","HESITATION blow","0.179819","0.017268","0.133382","0.232298","0.037927","0.0","neutral","","","","",""
"","","","","","","","","","","","","","","0.625092","locatedAt","he","1218","1220","he","Person","I m not altogether happening HESITATION I have someone here that I need to HESITATION blow out third in my home there are right now hyperbaric Lippincott held but the clear but then the thing from one three year old yeah he reported that I m trying to get that now ma am okay what did that person do that you need to read it why bother for what for an audit throwing money already there but I don t know if they would pack make clear that Orlando I m sure department how they got here I was in the car with a driver complete fiction and lower that the night that they would bring it up because my home when I got home to call them does he feel your vehicle yeah what did he do that I', '","0.545357","hall HESITATION","0.301356","0.064893","0.373153","0.240403","0.28761","0.0","neutral","","","","",""
"","","","","","","","","","","","","","","","","vehicle","1231","1238","vehicle","Vehicle","","0.543087","HESITATION bodies","0.032632","0.058823","0.052522","0.125128","0.055111","0.0","neutral","","","","",""
"","","","","","","","","","","","","","","0.624485","partOfMany","NMU","16781","16784","NMU","Person","often when one address humor check work there are apparently free market NDA looked at it you know no I don t know nter yourself on America also not one most problems are aware of missing a child n t thirty years old he missed a three year old child NMU toward the flea markets via for so long brightly one one eight is the world would the silvers outside the building writing yeah we market we feel like it side clear is there with those continue after my there the physical address', '","0.542464","HESITATION Eric","0.18776","0.232358","0.021595","0.070177","0.054337","0.0","neutral","","","","",""
"","","","","","","","","","","","","","","","","we","16913","16915","we","Person","","0.540496","HESITATION her husband","0.169455","0.050363","0.708416","0.202287","0.076909","0.0","neutral","","","","",""
"","","","","","","","","","","","","","","0.775413","partOfMany","okay","17230","17234","okay","Person","nine thirty eight AM fifty second product development well nigh monomer hit him to the emergency the room poor northbound work April third or who then copper you fell in it then I drain cover yeah I okay I don t okay hold on a second we walking when the work but I don t think there yeah I know what what were you walking in them calculus door no I wouldn t burnt remember early you know pretty little', '","0.539091","HESITATION marks","0.092437","0.040326","0.111351","0.354764","0.047277","0.0","neutral","","","","",""
"","","","","","","","","","","","","","","","","we","17252","17254","we","Person","","0.53833","HESITATION hang","0.18776","0.232358","0.021595","0.070177","0.054337","0.0","neutral","","","","",""
"","","","","","","","","","","","","","","0.477991","locatedAt","I","17611","17612","I","Person","this recording was prepared by nine one one dispatcher dot com nine one one where servers are very well I forty one going south and I m a bit across street right now it said I chamberlain I just cross chamberlain among portable going south does that stop light and then pulled up next to me in there at the trial screaming in the car but I don t know if it would be in the blue Camaro I like Camaro like guy in the nineties only two thousand for some demo tape with the baby or know what the child would be born old I I know what it s dark and I and I try to look at him he s a white male sort of white collar here sort of pop keep trying to me now when I try to slow down so he could happen I could","0.534871","dot com","0.306419","0.009737","0.605341","0.33854","0.067099","0.0","neutral","","","","",""
"","","","","","","","","","","","","","","","","car","17753","17756","car","Vehicle","","0.534499","HESITATION hook","0.127713","0.024838","0.071251","0.286029","0.053686","0.0","neutral","","","","",""
"","","","","","","","","","","","","","","0.923872","locatedAt","me","17711","17713","me","Person","this recording was prepared by nine one one dispatcher dot com nine one one where servers are very well I forty one going south and I m a bit across street right now it said I chamberlain I just cross chamberlain among portable going south does that stop light and then pulled up next to me in there at the trial screaming in the car but I don t know if it would be in the blue Camaro I like Camaro like guy in the nineties only two thousand for some demo tape with the baby or know what the child would be born old I I know what it s dark and I and I try to look at him he s a white male sort of white collar here sort of pop keep trying to me now when I try to slow down so he could happen I could","0.533602","dispatcher dot com","0.431389","0.012577","0.536575","0.282539","0.082153","0.0","neutral","","","","",""
"","","","","","","","","","","","","","","","","car","17753","17756","car","Vehicle","","0.503328","address humor check","0.04377","0.034936","0.718228","0.225297","0.177833","0.0","neutral","","","","",""
"","","","","","","","","","","","","","","0.502734","locatedAt","I","17761","17762","I","Person","this recording was prepared by nine one one dispatcher dot com nine one one where servers are very well I forty one going south and I m a bit across street right now it said I chamberlain I just cross chamberlain among portable going south does that stop light and then pulled up next to me in there at the trial screaming in the car but I don t know if it would be in the blue Camaro I like Camaro like guy in the nineties only two thousand for some demo tape with the baby or know what the child would be born old I I know what it s dark and I and I try to look at him he s a white male sort of white collar here sort of pop keep trying to me now when I try to slow down so he could happen I could","0.501649","good political level","0.077099","0.773756","0.03686","0.10668","0.052923","0.0","neutral","","","","",""
"","","","","","","","","","","","","","","","","car","17753","17756","car","Vehicle","","0.500101","don","0.193737","0.59673","0.582855","0.254666","0.120224","0.0","neutral","","","","",""
"","","","","","","","","","","","","","","0.497599","residesIn","I","17808","17809","I","Person","this recording was prepared by nine one one dispatcher dot com nine one one where servers are very well I forty one going south and I m a bit across street right now it said I chamberlain I just cross chamberlain among portable going south does that stop light and then pulled up next to me in there at the trial screaming in the car but I don t know if it would be in the blue Camaro I like Camaro like guy in the nineties only two thousand for some demo tape with the baby or know what the child would be born old I I know what it s dark and I and I try to look at him he s a white male sort of white collar here sort of pop keep trying to me now when I try to slow down so he could happen I could","0.497557","old real care","0.050356","0.039997","0.606929","0.446034","0.047974","0.0","neutral","","","","",""
"","","","","","","","","","","","","","","","","Camaro","17815","17821","Camaro","GeopoliticalEntity","","0.495921","ball park area","0.268706","0.217112","0.382166","0.198466","0.072375","0.0","neutral","","","","",""
"","","","","","","","","","","","","","","0.35681","locatedAt","collar","18026","18032","collar","Person","this recording was prepared by nine one one dispatcher dot com nine one one where servers are very well I forty one going south and I m a bit across street right now it said I chamberlain I just cross chamberlain among portable going south does that stop light and then pulled up next to me in there at the trial screaming in the car but I don t know if it would be in the blue Camaro I like Camaro like guy in the nineties only two thousand for some demo tape with the baby or know what the child would be born old I I know what it s dark and I and I try to look at him he s a white male sort of white collar here sort of pop keep trying to me now when I try to slow down so he could happen I could","0.495693","little grassy area","0.247102","0.347246","0.2714","0.260766","0.046685","0.0","neutral","","","","",""
"","","","","","","","","","","","","","","","","here","18033","18037","here","GeopoliticalEntity","","0.495629","little kid burger","0.16517","0.161495","0.346961","0.183853","0.267234","0.0","neutral","","","","",""
"","","","","","","","","","","","","","","0.588944","agentOf","I","18190","18191","I","Person","read it might integrate ma am don t hang up okay I know I m not', 'I m going to say I don t remember him saying yeah women who who do you believe you can make one wonder what you re after I was there okay what s going on there and really but if you could have and I bought it remains okay how many people are there Lou I think', '","0.494032","old child NMU","0.04377","0.034936","0.718228","0.225297","0.177833","0.0","neutral","","","","",""
"","","","","","","","","","","","","","","","","say","18203","18206","say","EventCommunication","","0.493428","little blue clock","0.275974","0.045482","0.539453","0.280222","0.194103","0.0","neutral","","","","",""
"","","","","","","","","","","","","","","0.995255","agentOf","him","18224","18227","him","Person","read it might integrate ma am don t hang up okay I know I m not', 'I m going to say I don t remember him saying yeah women who who do you believe you can make one wonder what you re after I was there okay what s going on there and really but if you could have and I bought it remains okay how many people are there Lou I think', '","0.491835","dead end road","0.301356","0.064893","0.373153","0.240403","0.28761","0.0","neutral","","","","",""
"","","","","","","","","","","","","","","","","saying","18228","18234","saying","EventCommunication","","0.490543","American police department","0.215533","0.075007","0.424617","0.245894","0.311336","0.0","neutral","","","","",""
"","","","","","","","","","","","","","","0.636905","partOfMany","who","18246","18249","who","Person","read it might integrate ma am don t hang up okay I know I m not', 'I m going to say I don t remember him saying yeah women who who do you believe you can make one wonder what you re after I was there okay what s going on there and really but if you could have and I bought it remains okay how many people are there Lou I think', '","0.489905","east thirteenth street","0.370538","0.021625","0.275817","0.474907","0.150365","0.0","neutral","","","","",""
"","","","","","","","","","","","","","","","","women","18240","18245","women","Person","","0.48957","right road","0.208043","0.180194","0.083323","0.120299","0.067893","0.0","neutral","","","","",""
"","","","","","","","","","","","","","","0.87689","ownerOf","your","1226","1230","your","Person","I m not altogether happening HESITATION I have someone here that I need to HESITATION blow out third in my home there are right now hyperbaric Lippincott held but the clear but then the thing from one three year old yeah he reported that I m trying to get that now ma am okay what did that person do that you need to read it why bother for what for an audit throwing money already there but I don t know if they would pack make clear that Orlando I m sure department how they got here I was in the car with a driver complete fiction and lower that the night that they would bring it up because my home when I got home to call them does he feel your vehicle yeah what did he do that I', '","0.489029","people accurate hip","0.131254","0.009851","0.693279","0.381336","0.107005","0.0","neutral","","","","",""
"","","","","","","","","","","","","","","","","vehicle","1231","1238","vehicle","Vehicle","","0.487602","driver complete fiction","0.172437","0.142407","0.394491","0.268944","0.056728","0.0","neutral","","","","",""
"","","","","","","","","","","","","","","0.579758","partOfMany","women","18240","18245","women","Person","read it might integrate ma am don t hang up okay I know I m not', 'I m going to say I don t remember him saying yeah women who who do you believe you can make one wonder what you re after I was there okay what s going on there and really but if you could have and I bought it remains okay how many people are there Lou I think', '","0.487326","right now group","0.270629","0.016097","0.301631","0.426397","0.140181","0.0","neutral","","","","",""
"","","","","","","","","","","","","","","","","who","18250","18253","who","Person","","0.487169","poor northbound work","0.084043","0.0204","0.654035","0.41793","0.041893","0.0","neutral","","","","",""
"","","","","","","","","","","","","","","0.310527","managerOf","your","19072","19076","your","Person","when I won one worker emerge about I don t reporter one more good well great hold on there right right brokenness Motorola kind most of your friends but the problem with your friend I need to know print off a gun well I got all forty one drug remote versus the Hubble guns going to kill somebody the door on the way but I think if you are a Christian who is still in the I didn t want the guns well done', '","0.486624","clean Waller street","0.370538","0.021625","0.275817","0.474907","0.150365","0.0","neutral","","","","",""
"","","","","","","","","","","","","","","","","friends","19077","19084","friends","Person","","0.484903","early thirties parent","0.268706","0.217112","0.382166","0.198466","0.072375","0.0","neutral","","","","",""
"","","","","","","","","","","","","","","0.387936","agentOf","somebody","19223","19231","somebody","Person","when I won one worker emerge about I don t reporter one more good well great hold on there right right brokenness Motorola kind most of your friends but the problem with your friend I need to know print off a gun well I got all forty one drug remote versus the Hubble guns going to kill somebody the door on the way but I think if you are a Christian who is still in the I didn t want the guns well done', '","0.48472","large cannon utility","0.301356","0.064893","0.373153","0.240403","0.28761","0.0","neutral","","","","",""
"","","","","","","","","","","","","","","","","kill","19218","19222","kill","EventViolence","","0.483348","board shopping center","0.18776","0.232358","0.021595","0.070177","0.054337","0.0","neutral","","","","",""
"","","","","","","","","","","","","","","0.572856","partOfMany","Christian","19277","19286","Christian","Person","when I won one worker emerge about I don t reporter one more good well great hold on there right right brokenness Motorola kind most of your friends but the problem with your friend I need to know print off a gun well I got all forty one drug remote versus the Hubble guns going to kill somebody the door on the way but I think if you are a Christian who is still in the I didn t want the guns well done', '","0.483244","red tailed hawk","0.260814","0.312855","0.179279","0.292136","0.184696","0.0","neutral","","","","",""
"","","","","","","","","","","","","","","","","who","19287","19290","who","Person","","0.483015","brokenness Motorola kind","0.063496","0.829931","0.071659","0.024094","0.013229","0.0","neutral","","","","",""
"","","","","","","","","","","","","","","0.540605","locatedAt","I","19788","19789","I","Person","and yeah I m I m not Bob Braun not outright returning HESITATION went down and HESITATION hook and I m behind in oak wilt right inflate the EKG a want for it and we ve all over the road but current that read I am now I m helm I m I m Hilton going westbound what is your name it took the Dow just went over a lot now it s it s going right into my god if he gets it looks great he had a claim I don t know if he got better kids all over the place I was hit by another car', '","0.482239","principle flight academy","0.177423","0.147285","0.25397","0.105083","0.101816","0.0","neutral","","","","",""
"","","","","","","","","","","","","","","","","car","19809","19812","car","Vehicle","","0.481764","true love straightaway","0.187615","0.486392","0.251363","0.1018","0.038739","0.0","neutral","","","","",""
"","","","","","","","","","","","","","","0.562889","locatedAt","your","19937","19941","your","Person","that what we re here for to take I thank god and we are being followed him we think we can take you probably okay what s your name ma am okay good good okay are you in the car with him good women the back okay here you got a guy like me and then they ll appear okay we don t have the other weapons in their yeah okay you look kind of weapons in hand I think you had two other it is go over what I call okay and what it eat and thinking we all meet you are',","0.481695","immediate care center","0.19438","0.194162","0.278478","0.056567","0.037238","0.0","neutral","","","","",""
"","","","","","","","","","","","","","","","","car","19988","19991","car","Vehicle","","0.481588","suburban pitcher Chris","0.301356","0.064893","0.373153","0.240403","0.28761","0.0","neutral","","","","",""
"","","","","","","","","","","","","","","0.944809","locatedAt","you","19977","19980","you","Person","that what we re here for to take I thank god and we are being followed him we think we can take you probably okay what s your name ma am okay good good okay are you in the car with him good women the back okay here you got a guy like me and then they ll appear okay we don t have the other weapons in their yeah okay you look kind of weapons in hand I think you had two other it is go over what I call okay and what it eat and thinking we all meet you are',","0.48156","free market NDA","0.04377","0.034936","0.718228","0.225297","0.177833","0.0","neutral","","","","",""
"","","","","","","","","","","","","","","","","car","19988","19991","car","Vehicle","","0.481482","Westport shopping center","0.18776","0.232358","0.021595","0.070177","0.054337","0.0","neutral","","","","",""
"","","","","","","","","","","","","","","0.495235","partOfMany","guy","20041","20044","guy","Person","that what we re here for to take I thank god and we are being followed him we think we can take you probably okay what s your name ma am okay good good okay are you in the car with him good women the back okay here you got a guy like me and then they ll appear okay we don t have the other weapons in their yeah okay you look kind of weapons in hand I think you had two other it is go over what I call okay and what it eat and thinking we all meet you are',","0.480598","cat attack farce","0.092437","0.040326","0.111351","0.354764","0.047277","0.0","neutral","","","","",""
"","","","","","","","","","","","","","","","","they","20062","20066","they","Person","","0.480536","right lamb","0.140337","0.455344","0.278918","0.105634","0.041188","0.0","neutral","","","","",""
"","","","","","","","","","","","","","","0.444429","locatedAt","you","20401","20404","you","Person","'settlement on your pet or you re not like report like a double condones it paid you know yeah go while you know what like are you kidding me home address in our I m sure palm wonderfully HESITATION twenty twenty nine element don t get hung in there wallet training at home twenty eight twenty eight yeah twenty years in the you do need a bit him porn is twenty eight feet bill Kristol workgroup backyard thrash out around walked in there by Pete in a real quick if you simply give land there lifeless and I walked yeah about normal manner handle most people call everyone yeah I would like to remain in the', '","0.480224","initially conscious breeding","0.173931","0.272196","0.175563","0.388873","0.103611","0.0","neutral","","","","",""
"","","","","","","","","","","","","","","","","home","20416","20420","home","Facility","","0.47983","Arafat pardon underwater","0.18776","0.232358","0.021595","0.070177","0.054337","0.0","neutral","","","","",""
"","","","","","","","","","","","","","","0.459877","residesIn","me","20413","20415","me","Person","'settlement on your pet or you re not like report like a double condones it paid you know yeah go while you know what like are you kidding me home address in our I m sure palm wonderfully HESITATION twenty twenty nine element don t get hung in there wallet training at home twenty eight twenty eight yeah twenty years in the you do need a bit him porn is twenty eight feet bill Kristol workgroup backyard thrash out around walked in there by Pete in a real quick if you simply give land there lifeless and I walked yeah about normal manner handle most people call everyone yeah I would like to remain in the', '","0.479685","love boat reporter","0.077099","0.773756","0.03686","0.10668","0.052923","0.0","neutral","","","","",""
"","","","","","","","","","","","","","","","","home","20416","20420","home","Facility","","0.478059","white male sort","0.166043","0.017713","0.657927","0.258073","0.223771","0.0","neutral","","","","",""
"","","","","","","","","","","","","","","0.584692","agentOf","publisher","1440","1449","publisher","Organization","not unlike what she obviously critically who I was your honor I don t know I don t get it came out tell me your address because we couldn t forget twenty twelve okay okay publisher suddenly twenty one people what questions to ask okay he didn t get any okay a conscious right now group the breeding well look like if you get hurt all you need to be able to hear it or see it shut', '","0.477629","dispatch dot com","0.230578","0.099208","0.392565","0.245715","0.061991","0.0","neutral","","","","",""
"","","","","","","","","","","","","","","","","ask","1495","1498","ask","EventCommunication","","0.477488","fair market click","0.208043","0.180194","0.083323","0.120299","0.067893","0.0","neutral","","","","",""
"","","","","","","","","","","","","","","0.532926","agentOf","me","20413","20415","me","Person","'settlement on your pet or you re not like report like a double condones it paid you know yeah go while you know what like are you kidding me home address in our I m sure palm wonderfully HESITATION twenty twenty nine element don t get hung in there wallet training at home twenty eight twenty eight yeah twenty years in the you do need a bit him porn is twenty eight feet bill Kristol workgroup backyard thrash out around walked in there by Pete in a real quick if you simply give land there lifeless and I walked yeah about normal manner handle most people call everyone yeah I would like to remain in the', '","0.477206","point Bob Burke","0.172412","0.24239","0.225985","0.486217","0.096248","0.0","neutral","","","","",""
"","","","","","","","","","","","","","","","","address","20421","20428","address","EventPerformance","","0.476864","severe merchant bank","0.22015","0.569587","0.069673","0.109418","0.030366","0.0","neutral","","","","",""
"","","","","","","","","","","","","","","0.259239","locatedAt","address","20421","20428","address","EventPerformance","'settlement on your pet or you re not like report like a double condones it paid you know yeah go while you know what like are you kidding me home address in our I m sure palm wonderfully HESITATION twenty twenty nine element don t get hung in there wallet training at home twenty eight twenty eight yeah twenty years in the you do need a bit him porn is twenty eight feet bill Kristol workgroup backyard thrash out around walked in there by Pete in a real quick if you simply give land there lifeless and I walked yeah about normal manner handle most people call everyone yeah I would like to remain in the', '","0.47658","Kristol workgroup backyard","0.230873","0.043714","0.270601","0.185997","0.404863","0.0","neutral","","","","",""
"","","","","","","","","","","","","","","","","home","20416","20420","home","Facility","","0.475859","address ma","0.477139","0.036032","0.42295","0.180291","0.225291","0.0","neutral","","","","",""
"","","","","","","","","","","","","","","0.506093","partOfMany","Kristol workgroup","20652","20669","Kristol workgroup","Person","'settlement on your pet or you re not like report like a double condones it paid you know yeah go while you know what like are you kidding me home address in our I m sure palm wonderfully HESITATION twenty twenty nine element don t get hung in there wallet training at home twenty eight twenty eight yeah twenty years in the you do need a bit him porn is twenty eight feet bill Kristol workgroup backyard thrash out around walked in there by Pete in a real quick if you simply give land there lifeless and I walked yeah about normal manner handle most people call everyone yeah I would like to remain in the', '","0.475812","dot com mmhm","0.52785","0.017744","0.427974","0.236814","0.110513","0.0","neutral","","","","",""
"","","","","","","","","","","","","","","","","everyone","20838","20846","everyone","Person","","0.47573","pretty rough shape","0.18776","0.232358","0.021595","0.070177","0.054337","0.0","neutral","","","","",""
